,Text1,Text2,Class
4883,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,"The UAV shall send the Pilot the power and estimated flight time remaining, at no more than 30-second intervals.",Conflict
4884,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,The UAV visual feed should include a night time infared camera capability,Neutral
4885,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,The UAV shall be visible at least 100m in daylight and 25m at night.,Neutral
4886,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,The UAV shall fully charge in no more than 3 hours.,Neutral
4887,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,The UAV shall only accept commands from the authenticated Pilot controller.,Neutral
4888,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,All Pilot communication with the UAV shall require a secure connections and shall be protected against snooping and other forms of unauthorized access.,Neutral
4889,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,The UAV video feed shall have a resolution and frame rate of 720p.,Neutral
4890,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and up to  4 Viewers.,Conflict
4891,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Conflict
4892,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with multiple Viewers.,Conflict
4893,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller or a maximum of at least 4 Viewers. ,Conflict
4894,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Conflict
4895,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,"The UAV shall communicate with the Pilot Controller, with 4 Viewers observing.",Conflict
4896,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at most 4 Viewers.,Conflict
4897,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall be able to communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Conflict
4898,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller or a maximum of no more than 4 Viewers.,Conflict
4899,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of 4 Viewers.,Conflict
4900,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Conflict
4901,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The UAV shall fully charge in less than 200 minutes.,Neutral
4902,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera before flight.",Neutral
4903,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The Viewer shall not control the flight or camera functions of the UAV.,Neutral
4904,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,A single adult shall be able to move the UAV. ,Neutral
4905,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,The camera shall point directly below the Hummingbird and be capable of capturing at least 60 degrees in all directions from directly below.,Neutral
4906,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least -30 degrees from the horizontal in all directions from pointing directly down.,Conflict
4907,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all directions from pointing directly down.,Conflict
4908,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall point directly below the Hummingbird and be capable of capturing at least 60 degrees in all directions from directly below.,Conflict
4909,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly above the Hummingbird and to at most 60 degrees in all direction from pointing directly down. ,Conflict
4910,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly below the Hummingbird and to at least 60 degrees in all direction from pointing directly down. ,Conflict
4911,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 30 degrees in all directions from pointing directly down.,Conflict
4912,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all other directions.,Conflict
4913,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at most 60 degrees in all directions from pointing directly down.,Conflict
4914,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly under the Hummingbird and to rotate at least 60 degrees in all directions from pointing directly down.,Conflict
4915,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 160 degrees in all directions from pointing directly down.,Conflict
4916,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird as well as at least 60 degrees in all other relative directions.,Conflict
4917,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,Conflict
4918,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The UAV shall communicate with the Pilot Controller and a maximum of 4 Viewers.,Neutral
4919,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,"The Pilot shall be able to fly the UAV in any direction with respect to the UAV's ""forward looking"" position.",Neutral
4920,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,Neutral
4921,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The custom communications network shall faciliate pilot communications with the UAV up to 50-miles from the pilot's origin.,Neutral
4922,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,"The Pilot controller shall detect instances of communication loss and prompt the pilot to reconnect, if possible.",Neutral
4923,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,The UAV shall send the Pilot real-time data about malfunctions that impact the mission.,Neutral
4924,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to four separate UAV Viewer devices.,Conflict
4925,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict
4926,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be capable of sending a video feed to the pilot and up to four UAV Viewers.,Conflict
4927,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall not be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices. ,Conflict
4928,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to concurrently communicate the video feed to a Pilot and up to 4 distinct UAV Viewer devices. ,Conflict
4929,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 3 separate UAV Viewer devices.,Conflict
4930,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to transmit video feed to the Pilot and up to 4 separate UAV Viewer devices at once.,Conflict
4931,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to periodically transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict
4932,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to concurrently transmit video to the Pilot and up to 4 different UAV Viewer devices.,Conflict
4933,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot or up to 2 separate UAV Viewer devices.,Conflict
4934,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV must be able to simultaneously transmit video to the Pilot and up to 4 separate UAV Viewer devices.,Conflict
4935,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 6 separate UAV Viewer devices.,Conflict
4936,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV can be communicated with by the Pilot using custom communications network capable of communicating within a 50-mile radius of the pilot station.,Neutral
4937,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,Remote surveillance shall include video streaming during automatic navigation of the surveillance platform and for the remote viewer by at most four independent operations personnel. ,Neutral
4938,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The UAV shall transmit information to any devices.,Neutral
4939,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Neutral
4940,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as the Bluebird), and up to 4 remote controllers (apps running on smart phones or computers).",Neutral
4941,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,Neutral
4942,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have 1280 x 720 resolution and 60fps frame rate.,Conflict
4943,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have 720p resolution and frame rate.,Conflict
4944,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have a high resolution and frame rate.,Conflict
4945,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have 1080p resolution and frame rate. ,Conflict
4946,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video stream shall have 720p resolution and frame rate. ,Conflict
4947,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have less then 720p resolution and frame rate.,Conflict
4948,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have a resolution and frame rate of 720p.,Conflict
4949,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have 1080p resolution and frame rate.,Conflict
4950,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV photo shall have 720p resolution.,Conflict
4951,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have 480p resolution and frame rate.,Conflict
4952,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have 720p resolution and 60 fps rate (?).,Conflict
4953,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV video feed shall have 4K resolution and 60Hz frame rate.,Conflict
4954,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,"TheAviary is a system of systems in which the Bird Feeder, a pilot controller, controls a UAV called the Hummingbird and up to four Viewers observe using smart phones or computers.",Neutral
4955,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,Any viewer device shall connect to the UAV in a secure fashion.,Neutral
4956,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The Pilot shall rotate the UAV depending on  its direction of travel. ,Neutral
4957,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,"The Pilot controller shall detect any communication loss and automatically reconnect, if possible.",Neutral
4958,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV shall be able to automatically follow a flight plan consisting of a set of waypoints within its range and flight capabilities.,Neutral
4959,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,The UAV shall be able to fly above an above average 70 story building. ,Neutral
4960,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for elements up to a moderate speed in its visual field.,Conflict
4961,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
4962,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV video feed shall be free of motion artifacts in the medium speed elements of the field of view.,Conflict
4963,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall contain motion artifacts for fast and moderate speed elements in its visual field. ,Conflict
4964,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field. ,Conflict
4965,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and high speed elements in its visual field.,Conflict
4966,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field.,Conflict
4967,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV audio feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
4968,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed has to be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
4969,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for moderate speed elements in its visual field.,Conflict
4970,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall have no motion artifacts for slow and moderate speed elements in its visual field.,Conflict
4971,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for elements in its visual field that move at no more than 44 feet per second.,Conflict
4972,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The Pilot controller shall be able to manually pilot the Hummingbird to return to its starting position.,Neutral
4973,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The remote monitoring should support long duration missions without recharging.,Neutral
4974,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,All Pilot communication to the UAV shall require secure connections protected against snooping and any unauthorized access. ,Neutral
4975,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,"The UAV must only accept commands from an authenticated Pilot controller, else error.",Neutral
4976,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,"The UAV shall maintain its attitude (roll, pitch, and yaw) in the presence of low to moderate wind speed.",Neutral
4977,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,The Aviary shall support autonomous mission plans as well as manual navigation.,Neutral
4978,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed should include a night time Infra-red camera capability,Conflict
4979,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed should include a night time IR camera capability,Conflict
4980,The UAV visual feed should include a day time FLIR camera capability,The UAV video feed shall include infrared camera capabilities.,Conflict
4981,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed may include a night time IR camera capability. ,Conflict
4982,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed should include a night time IR camera capacity,Conflict
4983,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed should include a night time x-ray camera capability,Conflict
4984,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed should include a night time infared camera capability,Conflict
4985,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed should include a morning time IR camera capability,Conflict
4986,The UAV visual feed should include a day time FLIR camera capability,night time IR camera capability needs to be included in the UAV visual feed,Conflict
4987,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed may include a night time IR camera capability,Conflict
4988,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed should include a night time IR camera as well as normal camera,Conflict
4989,The UAV visual feed should include a day time FLIR camera capability,"The UAV visual feed should include a night time ""Star Light Scope"" camera capability",Conflict
4990,The UAV visual feed should include a day time FLIR camera capability,The Pilot shall not rotate the UAV independently from its direction of travel.,Neutral
4991,The UAV visual feed should include a day time FLIR camera capability,The Aviary supports autonomous and Pilot-directed flights.,Neutral
4992,The UAV visual feed should include a day time FLIR camera capability,The UAV shall only receive information from authenticated devices. ,Neutral
4993,The UAV visual feed should include a day time FLIR camera capability,The UAB shall in a timely manner send the Pilot the power and estimated flight time remaining.,Neutral
4994,The UAV visual feed should include a day time FLIR camera capability,The UAV visual feed shall have no motion artifacts for slow and moderate speed elements in its visual field.,Neutral
4995,The UAV visual feed should include a day time FLIR camera capability,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation). ,Neutral
4996,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,A person cabable of lifting 20 lbs shall be able to lift and carry the UAV.,Conflict
4997,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,A single adult shall be able to lift and carry the UAV.,Conflict
4998,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,One adult shall be able to carry the UAV.,Conflict
4999,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,A single adult shall be able to push and store the UAV. ,Conflict
5000,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,A single adult shall be able to move the UAV. ,Conflict
5001,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,Two adults shall be able to lift and carry the UAV.,Conflict
5002,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,An adult shall be able to lift and carry the UAV without help.,Conflict
5003,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,Two adults are required to carry the UAV,Conflict
5004,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,One adult is sufficient to lift the UAV,Conflict
5005,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,Two adults shall be able to lift and carry the UAV.,Conflict
5006,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,A single adult should be able to lift and carry the UAV by themselves.,Conflict
5007,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,"A single adult, who is able to lift 40 or more pounds, shall be able to lift and carry the UAV.",Conflict
5008,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,These are the business requirements for the Aviary System of Systems.,Neutral
5009,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,The UAV flight range shall be 20 miles plus or minus 2 miles. ,Neutral
5010,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,The Viewer shall connect with the Aviary wireless network provided by the  SoS.,Neutral
5011,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,The Pilot shall have no-delay visual feedback from the UAV's camera system for the navigation and/or surveillance.,Neutral
5012,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,All Pilot communication with the UAV shall require a secure connections and shall be protected against snooping and other forms of unauthorized access.,Neutral
5013,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,"Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer, by less than four independent operations personnel.",Neutral
5014,The UAV shall fully charge in less than 200 minutes.,The UAV shall be able to charge to 100% capacity in less than 3 hours.,Conflict
5015,The UAV shall fully charge in less than 200 minutes.,The UAV shall fully charge in less than 3 hours.,Conflict
5016,The UAV shall fully charge in less than 200 minutes.,The UAV must be able to fully charge in a short period of time.,Conflict
5017,The UAV shall fully charge in less than 200 minutes.,The UAV shall fully charge in less than 3 days. ,Conflict
5018,The UAV shall fully charge in less than 200 minutes.,The UAV shall reach full charge in less than 3 hours. ,Conflict
5019,The UAV shall fully charge in less than 200 minutes.,The UAV shall fully charge in less than 2 hours.,Conflict
5020,The UAV shall fully charge in less than 200 minutes.,The UAV shall be able to charge its battery in less than 3 hours.,Conflict
5021,The UAV shall fully charge in less than 200 minutes.,The UAV takes over 3 hours to charge partially,Conflict
5022,The UAV shall fully charge in less than 200 minutes.,The UAV takes under 3 hours to charge completely,Conflict
5023,The UAV shall fully charge in less than 200 minutes.,The UAV shall fully charge in at least 3 hours.,Conflict
5024,The UAV shall fully charge in less than 200 minutes.,The UAV shall fully charge in no more than 3 hours.,Conflict
5025,The UAV shall fully charge in less than 200 minutes.,The UAV shall fully charge in less than 4 hours.,Conflict
5026,The UAV shall fully charge in less than 200 minutes.,The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,Neutral
5027,The UAV shall fully charge in less than 200 minutes.,The UAV shall accept commands from an authenticated Pilot controller or a Viewer.,Neutral
5028,The UAV shall fully charge in less than 200 minutes.,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,Neutral
5029,The UAV shall fully charge in less than 200 minutes.,"The Pilot shall be able to reset to default the zoom, aim and focus of the UAV camera in real-time.",Neutral
5030,The UAV shall fully charge in less than 200 minutes.,The UAV shall send the Pilot real-time data about malfunctions that impact the mission.,Neutral
5031,The UAV shall fully charge in less than 200 minutes.,"The Pilot shall be able to fly the UAV in all directions originating from the UAV's ""forward looking"" position.",Neutral
5032,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,Conflict
5033,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,Conflict
5034,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV must be visible to observers at a range of at least 100 meters during the day and 50 meters at night.,Conflict
5035,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 100m in daylight and 25m at day. ,Conflict
5036,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 100m during the day and 25m during nightime. ,Conflict
5037,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 150m in daylight and 25m at night.,Conflict
5038,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 328.084ft in daylight and 82.021ft at night.,Conflict
5039,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Conflict
5040,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV has to be visible to observers to at least 100m during the day and 25m at night.,Conflict
5041,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 25m in daylight and 100m at night.,Conflict
5042,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to outside observers from at least 100m distance in daylight and 25m distance at night.,Conflict
5043,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be visible to observers to at least 150m in daylight and 37m at night.,Conflict
5044,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,Neutral
5045,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,night time IR camera capability needs to be included in the UAV visual feed,Neutral
5046,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled by Viewers.",Neutral
5047,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,One adult is sufficient to lift the UAV,Neutral
5048,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,Any viewer device shall connect to the UAV in a secure fashion.,Neutral
5049,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,The UAV visual feed may include a night time IR camera capability,Neutral
5050,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",Conflict
5051,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",Conflict
5052,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall support stealth mode during flight.,Conflict
5053,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits all light during flight, which may be enabled or disabled from the Pilot control. ",Conflict
5054,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled by Viewers.",Conflict
5055,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall have a stealth mode controlled by the Pilot in which it emits no light during flight.,Conflict
5056,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.",Conflict
5057,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be controlled from the Pilot control.",Conflict
5058,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled automatically.",Conflict
5059,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV supports a ""stealth mode"" in which it emits no light during flight, at the discretion of the Pilot control.",Conflict
5060,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a ""beacon mode"" in which it emits 1000 candle power of light during flight, which may be enabled or disabled from the Pilot control.",Conflict
5061,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall detect instances of Pilot communication loss and either wait for communication or resume and attempt to hover in position until communication is reestablished.,Neutral
5062,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall send altitude-above-floor information, with no more than 3-second delay, to the Pilot to facilitate landing, take off and object avoidance.",Neutral
5063,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.",The Hummingbird shall exclusively transmit information to authenticated devices.,Neutral
5064,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.",The minimum time to fly a round trip of 40 miles shall be less than 60 minutes under ideal conditions.,Neutral
5065,"The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.",The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,Neutral
5066,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",Conflict
5067,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",Conflict
5068,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV viewer (also referred to as ""viewer"") shall be connected to the UAV in a secure manner.",Conflict
5069,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion. ",Conflict
5070,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") shall securely connect to the UAV.",Conflict
