,Text1,Text2,Class
6796,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,The UAV shall be capable of sending a video feed to the pilot and up to four UAV Viewers.,Neutral
6797,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,The UAV shall detect instances of communication loss with Pilot and both wait for communication to continue and try to hover in location until communication is restored. ,Neutral
6798,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",Conflict
6799,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits all light during flight, which may be enabled or disabled from the Pilot control. ",Conflict
6800,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled by Viewers.",Conflict
6801,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.",Conflict
6802,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled automatically.",Conflict
6803,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a ""beacon mode"" in which it emits 1000 candle power of light during flight, which may be enabled or disabled from the Pilot control.",Conflict
6804,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall support stealth mode during flight.,Duplicate
6805,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall have a stealth mode controlled by the Pilot in which it emits no light during flight.,Duplicate
6806,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be controlled from the Pilot control.",Duplicate
6807,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The UAV supports a ""stealth mode"" in which it emits no light during flight, at the discretion of the Pilot control.",Duplicate
6808,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",The Viewer shall connect with the proprietary wireless communication network provided by the Aviary SoS. ,Neutral
6809,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",The Pilot shall have real-time visual feedback from the UAV's camera for navigation and/or surveillance.,Neutral
6810,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.","The Aviary is a system consisting of four elements: a Bird Feeder (pilot controller), the Hummingbird (UAV), and up to 4 Viewers (apps running on devices). ",Neutral
6811,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",The least time to fly a round trip of 40 miles shall be less than 60 minutes under ideal conditions.,Neutral
6812,"The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall fully charge in less than 3 hours.,Neutral
6813,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",Conflict
6814,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion. ",Conflict
6815,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a unsecure fashion.",Conflict
6816,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.",Conflict
6817,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",Any viewer device shall connect to the UAV in a secure fashion.,Conflict
6818,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using quick connect/disconnect cabling.",Conflict
6819,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV viewer (also referred to as ""viewer"") shall be connected to the UAV in a secure manner.",Duplicate
6820,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer (also known as the ""Viewer"") shall securely connect to the UAV.",Duplicate
6821,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","In a secure manner, The UAV Viewer (also known as the ""Viewer"") can connect to the UAV",Duplicate
6822,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer's (also known as the ""Viewer"") connection to the UAV shall be secure",Duplicate
6823,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.","The UAV Viewer (also known as the ""Viewer"") must connect to the UAV in only a secure fashion.",Duplicate
6824,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",The UAV visual feed shall be clear for slow and moderate speed elements in its visual field.,Neutral
6825,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",The UAV shall accept commands from any Pilot controller that requests connection.,Neutral
6826,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",The UAV shall accept commands from an authenticated Pilot controller. ,Neutral
6827,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",The Aviary shall provide a remote surveillance from the air of a location within the radius of 20 miles of the origin.,Neutral
6828,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Neutral
6829,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,Conflict
6830,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the standard communication wired network provided by the Aviary SoS. ,Conflict
6831,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wired network provided by the Aviary SoS.,Conflict
6832,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,Conflict
6833,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the any wireless network available,Conflict
6834,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with locally-available wireless networks.,Conflict
6835,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect to a custom communications radio network provided by Aviary SoS.,Duplicate
6836,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the proprietary wireless communication network provided by the Aviary SoS. ,Duplicate
6837,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,"Using the Aviary SoS wireless network, the Viewer shall connect to the UAV.",Duplicate
6838,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the Aviary SoS provided custom communication wireless network.,Duplicate
6839,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The Viewer shall connect only with the custom communication wireless network provided by Aviary.,Duplicate
6840,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The UAV's direction of flight is independent of its yaw (horizontal rotational orientation).,Neutral
6841,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The UAV shall communicate with the Pilot Controller and a maximum of at most 4 Viewers.,Neutral
6842,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,Neutral
6843,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,All Pilot communication with the UAV shall occur with radio.,Neutral
6844,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,"The Pilot shall be able to fly the UAV in bi-direction with respect to the UAV's ""forward looking"" position.",Neutral
6845,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer shall not be able to influence the flight or camera functions of the UAV.,Conflict
6846,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer can influence the flight and camera functions on the UAV. ,Conflict
6847,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer shall be able to control the flight and camera functions of the UAV.,Conflict
6848,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The viewer can easily change the flight or camera functionality of the UAV,Conflict
6849,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer shall be able to influence the flight or camera functions of the UAV.,Conflict
6850,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Camera shall not be able to influence the flight or Viewer functions of the Aviary SoS.,Conflict
6851,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer shall not be able to affect the flight or camera functions of the UAV.,Duplicate
6852,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer shall have no influence to the flight or camera functions on the UAV.,Duplicate
6853,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer is not allowed to influence the camera or flight functions of the UAV.,Duplicate
6854,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The viewer is incapable of chaninging the flight or camera functions of the UAV,Duplicate
6855,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Viewer has no control over the flight or camera of the UAV,Duplicate
6856,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Pilot controller shall be able to initiate an autonomous return of the Hummingbird to its starting position.,Neutral
6857,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The UAV shall save information about malfunctions that impact the mission.,Neutral
6858,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The UAV shall return to its starting position autonomously when receiving a command from the Pilot controller or when a definable event has occurred.,Neutral
6859,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,Neutral
6860,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,The flight direction of the UAV shall not depend on the vertical rotation direction.,Neutral
6861,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",Conflict
6862,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as the Hummingbird), a power supply, and 4 Viewers (apps running on smart phones or computers). ",Conflict
6863,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","The Aviary is a system consisting of four elements: a Bird Feeder (pilot controller), the Hummingbird (UAV), and up to 4 Viewers (apps running on devices). ",Conflict
6864,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Lover), a UAV (known as thePheasant), and up to 4 Viewers (apps running on smart phones or computers).",Conflict
6865,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems in which the Bird Feeder, a pilot controller, controls a UAV called the Hummingbird and up to four Viewers observe using smart phones or computers.",Conflict
6866,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 5 Viewers (apps running on smart phones or computers).",Conflict
6867,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and at most 4 Viewers (apps running on smart phones or computers).",Conflict
6868,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 2 Viewers (apps running on smart phones or computers).",Conflict
6869,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller, UAV , and <= 4 Viewers.",Conflict
6870,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 8 Viewers (apps running on smart phones or computers).",Conflict
6871,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","The Pilot shall be able to fly the UAV in bi-direction with respect to the UAV's ""forward looking"" position.",Neutral
6872,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",The Viewer shall connect with locally-available wireless networks.,Neutral
6873,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",The UAV's direction of flight depends on the orientation of its yaw.,Neutral
6874,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",The UAV shall support stealth mode during flight.,Neutral
6875,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","Communication among the flight, operations elements, and platform shall be unencryped",Neutral
6876,These are the customer requirements for the Aviary System of Systems.,These are the customer requirements for the Aviary System of Systems.,Conflict
6877,These are the customer requirements for the Aviary System of Systems.,These are the vendor requirements for the Aviary System of Systems. ,Conflict
6878,These are the customer requirements for the Aviary System of Systems.,These are the client requirements for the Aviary System of Systems. ,Conflict
6879,These are the customer requirements for the Aviary System of Systems.,These are the business requirements for the Aviary System of Systems.,Conflict
6880,These are the customer requirements for the Aviary System of Systems.,The Aviary System of Systems has these requirements.,Conflict
6881,These are the customer requirements for the Aviary System of Systems.,These are the engineer's requirements for the Aviary System of Systems.,Conflict
6882,These are the customer requirements for the Aviary System of Systems.,Following are requirements for the Aviary System of Systems,Conflict
6883,These are the customer requirements for the Aviary System of Systems.,These are the developer options for the Aviary System of Systems.,Conflict
6884,These are the customer requirements for the Aviary System of Systems.,These are the consumer guidelines for Aviary.,Conflict
6885,These are the customer requirements for the Aviary System of Systems.,These are the software requirements for the Aviary System of Systems.,Conflict
6886,These are the customer requirements for the Aviary System of Systems.,The UAV shall be capable of sending a video feed to the pilot and up to four UAV Viewers.,Neutral
6887,These are the customer requirements for the Aviary System of Systems.,The UAV shall be able to autonomously a flight plan consisting of a set of waypoints.,Neutral
6888,These are the customer requirements for the Aviary System of Systems.,Two adults shall be able to lift and carry the UAV.,Neutral
6889,These are the customer requirements for the Aviary System of Systems.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,Neutral
6890,These are the customer requirements for the Aviary System of Systems.,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using air waves.",Neutral
6891,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,Conflict
6892,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The Aviary shall provide a remote surveillance from the ground of a location within 20 miles of the origin. ,Conflict
6893,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The Aviary shall provide non-local surveillance from flight to a location within 20 miles of the origin. ,Conflict
6894,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the Hummingbird.,Conflict
6895,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,"Within 20 miles of the origin, the Aviary can be used for surveillance.",Conflict
6896,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The Aviary shall provide a local surveillance from the air of a location within 20 miles of the origin.,Conflict
6897,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The Aviary shall provide a remote surveillance from the air of a location within the radius of 20 miles of the origin.,Conflict
6898,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 200 miles of the origin.,Conflict
6899,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,"The Aviary shall remotely surveil from the air, within 20 miles of the center.",Conflict
6900,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 40 miles of the origin.,Conflict
6901,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The pilot shall be able to rotate the UAV independently of its direction of travel.,Neutral
6902,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The UAV takes under 3 hours to charge completely,Neutral
6903,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,"The UAV shall support a stealth mode in which it turns off light during flight, which may be enabled or disabled from the Pilot control.",Neutral
6904,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The UAV shall be visible to observers to at least 100m during the day and 25m during nightime. ,Neutral
6905,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,The UAV visual feed should include a night time IR camera capability,Neutral
6906,Remote surveillance should support a mission of up to 2 hours without a recharge,The remote monitoring should support long duration missions without recharging.,Conflict
6907,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance should support 5 missions of up to 2 hours each without a recharge. ,Conflict
6908,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance should support a two hour flight without charging. ,Conflict
6909,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 2 hours with a recharge in the middle,Conflict
6910,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance missions should be 2 hours long before recharging,Conflict
6911,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of at least 2 hours without a recharge,Conflict
6912,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of at maximum 2 hours without a recharge,Conflict
6913,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 1 hours with a recharge,Conflict
6914,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance supports up to 2 hours without a recharge,Conflict
6915,Remote surveillance should support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 3 hours without a recharge,Conflict
6916,Remote surveillance should support a mission of up to 2 hours without a recharge,"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",Neutral
6917,Remote surveillance should support a mission of up to 2 hours without a recharge,"TheAviary is a system of systems consisting of a pilot controller , a UAV , and up to 4 Viewers.",Neutral
6918,Remote surveillance should support a mission of up to 2 hours without a recharge,"The UAV shall maintain its attitude (roll, pitch, and yaw) in the presence of low to moderate wind speed.",Neutral
6919,Remote surveillance should support a mission of up to 2 hours without a recharge,The Pilot shall rotate the UAV independently from its direction of travel.,Neutral
6920,Remote surveillance should support a mission of up to 2 hours without a recharge,The Pilot shall have real-time audio feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,Neutral
6921,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Conflict
6922,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote surveillance shall include video streaming during automatic navigation of the surveillance platform and for the remote viewer by at most four independent operations personnel. ,Conflict
6923,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote surveillance shall include a video stream during manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel. ,Conflict
6924,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict
6925,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote surveillance shall include movie streaming for manual navigation of the surveillance platform and for remote viewer by at least five dependent operations personnel.,Conflict
6926,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote surveillance should include video streaming for manual navigation of the surveillance platform and for remote viewer by at the minimum four independent operations personnel.,Conflict
6927,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,"Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer, by less than four independent operations personnel.",Conflict
6928,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by no less than 4 independent operations personnel.,Conflict
6929,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least six independent operations personnel.,Conflict
6930,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,The Pilot controller shall be able to request the Hummingbird to return to its starting position manually.,Neutral
6931,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,All UAV data transmission shall be secure against unauthorized access.,Neutral
6932,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,The pilot's communication with the UAV shall require a secure connection.,Neutral
6933,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,"The Pilot shall be able to fly the UAV in all directions originating from the UAV's ""backword looking"" position.",Neutral
6934,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Communications between the flight, operations department, and platform shall be secure against viruses.",Conflict
6935,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Communication among the flight, operations elements, navigation computer, and platform shall be secure from hacking and eavesdropping. ",Conflict
6936,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Communication between the flight, operations elements, and platform cannot allow hacking or eavesdropping. ",Conflict
6937,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be unencryped",Conflict
6938,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Flight, operations, and platform communications should be secure to avoid eavesdropping and hacking",Conflict
6939,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict
6940,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Communication established between flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict
6941,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Communication along the flight and platform should be secure from hacking and eavesdropping.,Conflict
6942,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping."," flight, operations elements, and platform communications must be secured.",Conflict
6943,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be insecure for hacking and eavesdropping.",Conflict
6944,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",The Hummingbird shall detect instances of Pilot communication loss and wait for communication to resume and attempt to maintain its position until communication is reestablished.,Neutral
6945,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,Neutral
6946,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",The Pilot shall rotate the UAV regardless of its direction of travel.,Neutral
6947,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",The UAB shall continuously send the Pilot the power and estimated flight time remaining. ,Neutral
6948,"Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and monitoring.",Neutral
6949,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,Aviation shall support automated operation as well as pilot-directed flight.,Conflict
6950,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans or Pilot-directed flight. ,Conflict
6951,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans or Pilot-directed missions. ,Conflict
6952,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary shall support only autonomous mission plans.,Conflict
6953,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,Aviary mission plans can be both piloted and autonomous.,Conflict
6954,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary may not support autonomous mission plans as well as Pilot-directed flight.,Conflict
6955,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans in addition to Pilot-directed flight.,Conflict
6956,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary shall support Pilot-directed flight.,Conflict
6957,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary supports autonomous and Pilot-directed flights.,Conflict
6958,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The Aviary shall not support autonomous mission plans.,Conflict
6959,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,These are the customer requirements for the Aviary System,Neutral
6960,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The UAV shall be able to autonomously fly a set of waypoints within its range and flight capabilities.,Neutral
6961,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The UAV flight range shall be no less than 50 miles.,Neutral
6962,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,All Pilot communication with the UAV shall require a secure connections and shall be protected against unauthorized access.,Neutral
6963,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,The maximum round trip flight time for 40 miles shall be at least 1 hour in ideal weather. ,Neutral
6964,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,Conflict
6965,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The pilot shall be able to fly the UAV to any accessible-by-air location within 20 kilometers of its origin,Conflict
6966,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to direct the UAV to any accessible-by-air location within 20 miles of its origin,Conflict
6967,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 200 miles of its origin,Conflict
6968,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,TThe UAV can be piloted to any accessible-by-air location within 20 miles of its origin,Conflict
6969,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location 20 miles from its origin,Conflict
6970,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin location,Conflict
