Text1,Text2,Class
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 150m in daylight and 25m at night.,Conflict
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 328.084ft in daylight and 82.021ft at night.,Conflict
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Conflict
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV has to be visible to observers to at least 100m during the day and 25m at night.,Conflict
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 25m in daylight and 100m at night.,Conflict
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to outside observers from at least 100m distance in daylight and 25m distance at night.,Conflict
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 150m in daylight and 37m at night.,Conflict
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,Remote surveillance shall include video streaming during navigation and for remote viewer by at least four independent operations personnel.,Neural
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in all directions while remaining horozontile to the plane.,Neural
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall accept commands from an authenticated remote viewing app.,Neural
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,"The Pilot shall be able to fly the UAV in multi-direction with respect to the UAV's ""forward looking"" position.",Neural
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 5 Viewers (apps running on smart phones or computers).",Neural
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,UAV data will be secure so only authorized access is allowed.,Neural
The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall periodically send the Pilot the power status and estimated flight time remaining.,Neural
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits low light during flight, which may be enabled or disabled from the Pilot control.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no visible light during flight, which may be enabled or disabled from the Pilot control.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",The UAV shall support stealth mode during flight.,Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits all light during flight, which may be enabled or disabled from the Pilot control. ",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled by Viewers.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",The UAV shall have a stealth mode controlled by the Pilot in which it emits no light during flight.,Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be controlled from the Pilot control.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled automatically.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV supports a ""stealth mode"" in which it emits no light during flight, at the discretion of the Pilot control.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a ""beacon mode"" in which it emits 1000 candle power of light during flight, which may be enabled or disabled from the Pilot control.",Conflict
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Neural
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Neural
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",The Pilot controller shall detect instances of communication loss and automatically attempt reconnection.,Neural
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,Neural
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",All Pilot communication with the UAV shall require a secure connections and shall be protected against snooping and other forms of unauthorized access.,Neural
"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.",The UAV flight range shall be no less than 40 miles.,Neural
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The UAV Viewer shall connect to the UAV with authentication and encryption.,Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using a secure protocal.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV viewer (also referred to as ""viewer"") shall be connected to the UAV in a secure manner.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion. ",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall securely connect to the UAV.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a unsecure fashion.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","In a secure manner, The UAV Viewer (also known as the ""Viewer"") can connect to the UAV",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer's (also known as the ""Viewer"") connection to the UAV shall be secure",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",Any viewer device shall connect to the UAV in a secure fashion.,Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") must connect to the UAV in only a secure fashion.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using quick connect/disconnect cabling.",Conflict
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The UAV visual feed should include a night time Infra-red camera capability,Neural
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The Pilot shall be able to control the speed of flight from 0 knots to maximum speed in any direction in a smooth fashion.,Neural
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The UAV shall be able to autonomously a flight plan consisting of a set of waypoints within its range and flight capabilities.,Neural
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The UAV shall fully charge in less than 2 hours.,Neural
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The Aviary shall provide a local surveillance from the air of a location within 20 miles of the origin.,Neural
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,Neural
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV unencrypted.",The UAV shall be visible to observers to a minimum of 100m in daytime light and 25m at night.,Neural
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the Aviary wireless network provided by the  SoS.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect to a custom communications radio network provided by Aviary SoS.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the standard communication wired network provided by the Aviary SoS. ,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the proprietary wireless communication network provided by the Aviary SoS. ,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the custom communication wired network provided by the Aviary SoS.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,"Using the Aviary SoS wireless network, the Viewer shall connect to the UAV.",Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the Aviary SoS provided custom communication wireless network.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with the any wireless network available,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect only with the custom communication wireless network provided by Aviary.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Viewer shall connect with locally-available wireless networks.,Conflict
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is less than .08 hours.,Neural
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The UAV visual feed shall have a night time heat sensing camera capability,Neural
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Neural
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,"The UAV shall maintain its attitude (roll, pitch, and yaw) in the presence of low to moderate wind speed.",Neural
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The UAV's direction of flight shall be independent of its pitch (horizontal rotational orientation).,Neural
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The UAV shall be able to fly above 700 feet.,Neural
The Viewer shall disconnect from the custom communication wireless network when an unauthorized connection is provided by the Aviary SoS.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field. ,Neural
The Viewer shall control the flight and camera functions in the UAV.,The Viewer shall not control the flight or camera functions of the UAV.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer shall not be able to influence the flight or camera functions of the Bird Feeder.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer shall not be able to influence the flight or camera functions of the UAV.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer shall not be able to affect the flight or camera functions of the UAV.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer can influence the flight and camera functions on the UAV. ,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer shall have no influence to the flight or camera functions on the UAV.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer shall be able to control the flight and camera functions of the UAV.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer is not allowed to influence the camera or flight functions of the UAV.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The viewer can easily change the flight or camera functionality of the UAV,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The viewer is incapable of chaninging the flight or camera functions of the UAV,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer shall be able to influence the flight or camera functions of the UAV.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Viewer has no control over the flight or camera of the UAV,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The Camera shall not be able to influence the flight or Viewer functions of the Aviary SoS.,Conflict
The Viewer shall control the flight and camera functions in the UAV.,The UAV shall accept commands from any Pilot controller.,Neural
The Viewer shall control the flight and camera functions in the UAV.,The UAV shall detect instances of Pilot communication loss and either wait for communication or resume and attempt to hover in position until communication is reestablished.,Neural
The Viewer shall control the flight and camera functions in the UAV.,"In ideal conditions, the UAV should be able to fly a round trip of 40 miles in less than 60 minutes.",Neural
The Viewer shall control the flight and camera functions in the UAV.,"Communications between the flight, operations department, and platform shall be secure against viruses.",Neural
The Viewer shall control the flight and camera functions in the UAV.,The UAV shall be able to return to its starting position autonomously upon receiving a command from the Pilot or when a definable event has occurred. ,Neural
The Viewer shall control the flight and camera functions in the UAV.,The UAV flight range shall be no more than 20 miles.,Neural
The Viewer shall control the flight and camera functions in the UAV.,The UAV shall transmit information to the authenticated device.,Neural
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",Conflict
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",Conflict
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as the Hummingbird), a power supply, and 4 Viewers (apps running on smart phones or computers). ",Conflict
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Lover), a UAV (known as thePheasant), and up to 4 Viewers (apps running on smart phones or computers).",Conflict
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 5 Viewers (apps running on smart phones or computers).",Conflict
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 2 Viewers (apps running on smart phones or computers).",Conflict
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 8 Viewers (apps running on smart phones or computers).",Conflict
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.",TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder). ,Duplicate
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",Duplicate
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","The Aviary is a system consisting of four elements: a Bird Feeder (pilot controller), the Hummingbird (UAV), and up to 4 Viewers (apps running on devices). ",Duplicate
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems in which the Bird Feeder, a pilot controller, controls a UAV called the Hummingbird and up to four Viewers observe using smart phones or computers.",Duplicate
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and at most 4 Viewers (apps running on smart phones or computers).",Duplicate
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","TheAviary is a system of systems consisting of a pilot controller, UAV , and <= 4 Viewers.",Duplicate
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.",The UAV visual feed shall be free of motion artifacts for elements in its visual field that move at no more than 44 feet per second.,Neural
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.",The UAV shall only send information to authenticated devices.,Neural
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.",The Aviary shall support autonomous mission plans as well as manual flights.,Neural
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","The Pilot controller shall detect instances of communication loss and prompt the pilot to reconnect, if possible.",Neural
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","The Pilot shall be able to reset to default the zoom, aim and focus of the UAV camera in real-time.",Neural
"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.","The UAV Viewer (also known as the ""Viewer"") must connect to the UAV in only a secure fashion.",Neural
These are the customer requirements for the Aviary System,These are the System Requirements for the Aviary System of Systems.,Conflict
These are the customer requirements for the Aviary System,These are the customer requirements for the Aviary System of Systems.,Conflict
These are the customer requirements for the Aviary System,These are the vendor requirements for the Aviary System of Systems. ,Conflict
These are the customer requirements for the Aviary System,These are the business requirements for the Aviary System of Systems.,Conflict
These are the customer requirements for the Aviary System,These are the engineer's requirements for the Aviary System of Systems.,Conflict
These are the customer requirements for the Aviary System,These are the developer options for the Aviary System of Systems.,Conflict
These are the customer requirements for the Aviary System,These are the software requirements for the Aviary System of Systems.,Conflict
These are the customer requirements for the Aviary System,These are the customer requirements for the Aviary System.,Duplicate
These are the customer requirements for the Aviary System,These are the customer requirements for the Aviary System of Systems.,Duplicate
These are the customer requirements for the Aviary System,These are the client requirements for the Aviary System of Systems. ,Duplicate
These are the customer requirements for the Aviary System,The Aviary System of Systems has these requirements.,Duplicate
These are the customer requirements for the Aviary System,Following are requirements for the Aviary System of Systems,Duplicate
These are the customer requirements for the Aviary System,These are the consumer guidelines for Aviary.,Duplicate
These are the customer requirements for the Aviary System,The UAV shall only send information to authenticated devices.,Neural
These are the customer requirements for the Aviary System,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation). ,Neural
These are the customer requirements for the Aviary System,The Pilot shall have real-time visual feedback from the UAV's camera in order to navigation and/or provide surveillance.,Neural
These are the customer requirements for the Aviary System,The UAV shall send the Pilot real-time information about any problems that occur during mission.,Neural
These are the customer requirements for the Aviary System,"The Pilot shall be able to fly the UAV in multi-direction with respect to the UAV's ""forward looking"" position.",Neural
These are the customer requirements for the Aviary System,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of low to moderate winds.",Neural
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance shall support a mission of up to 2 hours without a recharge,Conflict
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a mission of up to 2 hours without a recharge,Conflict
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support 5 missions of up to 2 hours each without a recharge. ,Conflict
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a mission of up to 2 hours with a recharge in the middle,Conflict
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a mission of at least 2 hours without a recharge,Conflict
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a mission of up to 1 hours with a recharge,Conflict
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a mission of up to 3 hours without a recharge,Conflict
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a mission of 2 hours without a recharge,Duplicate
The Aviary battery shall remain charged up to 120 minutes in the air. ,The remote monitoring should support long duration missions without recharging.,Duplicate
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a two hour flight without charging. ,Duplicate
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance missions should be 2 hours long before recharging,Duplicate
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance should support a mission of at maximum 2 hours without a recharge,Duplicate
The Aviary battery shall remain charged up to 120 minutes in the air. ,Remote surveillance supports up to 2 hours without a recharge,Duplicate
The Aviary battery shall remain charged up to 120 minutes in the air. ,The Viewer shall not be able to affect the flight or camera functions of the UAV.,Neural
The Aviary battery shall remain charged up to 120 minutes in the air. ,"The Pilot controller shall detect instances of communication loss and automatically reconnect, if possible.",Neural
The Aviary battery shall remain charged up to 120 minutes in the air. ,The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,Neural
The Aviary battery shall remain charged up to 120 minutes in the air. ,The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,Neural
The Aviary battery shall remain charged up to 120 minutes in the air. ,The minimum time to fly should be less than 60 minutes for a round trip of 40 miles under ideal conditions.,Neural
The Aviary battery shall remain charged up to 120 minutes in the air. ,Any UAV data transmission shall be secure against unauthorized access.,Neural
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Conflict
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include video streaming during automatic navigation of the surveillance platform and for the remote viewer by at most four independent operations personnel. ,Conflict
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include movie streaming for manual navigation of the surveillance platform and for remote viewer by at least five dependent operations personnel.,Conflict
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,"Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer, by less than four independent operations personnel.",Conflict
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least six independent operations personnel.,Conflict
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform.,Duplicate
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Duplicate
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include a video stream during manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel. ,Duplicate
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance should include video streaming for manual navigation of the surveillance platform and for remote viewer by at the minimum four independent operations personnel.,Duplicate
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by no less than 4 independent operations personnel.,Duplicate
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,The UAV shall transmit information to the authenticated device.,Neural
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field.,Neural
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,The UAV shall detect instances of Pilot communication is lost and and hover in position until communication is reestablished,Neural
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,The UAV shall only transmit information to authenticated devices.,Neural
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,Neural
Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,The UAV's direction of flight shall not be dependent of its yaw.,Neural
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",Conflict
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication among the flight, operations elements, navigation computer, and platform shall be secure from hacking and eavesdropping. ",Conflict
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be unencryped",Conflict
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.",Communication along the flight and platform should be secure from hacking and eavesdropping.,Conflict
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be insecure for hacking and eavesdropping.",Conflict
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall prevent hacking or eavesdropping.",Duplicate
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communications between the flight, operations department, and platform shall be secure against viruses.",Duplicate
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication between the flight, operations elements, and platform cannot allow hacking or eavesdropping. ",Duplicate
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Flight, operations, and platform communications should be secure to avoid eavesdropping and hacking",Duplicate
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.","Communication established between flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Duplicate
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping."," flight, operations elements, and platform communications must be secured.",Duplicate
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.",Two adults shall be able to lift and carry the UAV with opposing carrier handles,Neural
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.",The Pilot shall communicate with the UAV using custom communications network capable of communicating within a 50-mile radius of the pilot station.,Neural
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.",The UAV visual feed should include a morning time IR camera capability,Neural
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.",The Aviary shall not support autonomous mission plans.,Neural
